"","ID","StartDate","EndDate","Progress","Duration__in_seconds_","Finished","consent","Screen1","Screen2","Screen3","Screen4","age_1","age_2","TotalAge","gender_1","gender_2","gender_3","gender_4","gender_5","gender_6","gender_6_TEXT","sexorient_1","sexorient_2","sexorient_3","sexorient_4","sexorient_6","sexorient_7","sexorient_7_TEXT","relationship","pgender_1","pgender_2","pgender_3","pgender_4","pgender_5","pgender_6","pgender_6_TEXT","psexorient_1","psexorient_2","psexorient_3","psexorient_4","psexorient_5","psexorient_6","psexorient_6_TEXT","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","race_9","race_10","race_9_TEXT","income","edu","student","known_1","Known_years","known_2","Known_months","reltime_1","Reltime_years","reltime_2","Reltime_months","married","martime_1","Martime_years","martime_2","Martime_months","involved","involved_4_TEXT","live","livetime_1","Livetime_years","livetime_2","Livetime_months","children","childnum","childage","military","military_1_TEXT","SSFam1","SSFam2","SSFam3","SSFam4","SSFam5","SSFam6","SSFam7","SSFam8","SSFam9","SSFam_mean","SSFamP1","SSFamP2","SSFamP3","SSFamP_mean","SSfamVis1","SSfamVis2","SSfamVis3","SSfamVis4","SSfamVis5","SSfamVis6","SSfamVis7","SSfamVis_mean","SSpubVis1","SSpubVis2","SSpubVis3","SSpubVis4","SSpubVis5","SSpubVis6","SSpubVis_mean","SSViol1","SSViol2","SSViol3","SSViol4","SSViol5","SSViol6","SSViol7","SSViol_mean","SSMis1","SSMis2","SSMis3","SSMis_mean","SSwDis1","SSwDis2","SSwDis3","SSwDis4","SSwDis5","SSwDis6","SSwDis7","SSwDis_mean","SSgenDis1","SSgenDis2","SSgenDis3","SSgenDis4","SSgenDis5","SSgenDis6","SSgenDis7","SSgenDis8","SSgenDis9","SSgenDis10","SSgenDis_mean","SScon1","SScon2","SScon3","SScon4","SScon_mean","SSTOT_mean","DCISMS1","DCISMS2","DCISMS3","DCISMS4","DCISMS5","DCISMS5r","DCISMS6","DCISMS7","DCISMS7r","DCISMS8","DCISMS8r","DCISMS9","DCISMS10","DCISMS10r","DCISMS11","DCISMS12","DCISMS13","DCISMS14","DCISMS15","DCISMS15r","DCISMS16","ATTCHK1","DCISMS17","DCISMS17r","DCISMS18","DCISMS18r","DCISMS19","DCISMS19r","DCISMS20","DCISMS21","DCISMS22","DCISMS23","DCISMS24","DCISMS25","DCISMS26","DCISMS27","Stresscoms","sdcemots","sdcprobs","ndcs","Stresscomp","sdcemotp","sdcprobp","ndcp","emotcdc","probcdc","DCeval","DCtots","DCtotp","DCtot","GLRS1","GLRS1r","GLRS2","GLRS2r","GLRS3","GLRS4","GLRS5","GLRS6","GLRS7","GLRS8","GLRS9","GLRS9r","GLRS10","GLRS11","GLRS12","GLRS13","GLRS14","GLRS14r","ATTCHK2","GLRS15","GLRS16","GLRS16r","GLSTOT","CRSI1","CRSI2","CRSI3","CRSI4","CRSI5","CRSI6","CRSI7","CRSI8","ATTCHK3","CRSI9","CRSI10","CRSI11","CRSI12","CRSI13","CRSI14","CRSI15","CRSI16","ConEngage","PosProbSol","WithDr","Comp","gender","sexorient","pgender","psexorient","race","reltype_sex","reltype_gender","GLRS8r","reltype_gender_1"
"307",369,2021-05-11 12:14:52,2021-05-11 12:25:57,100,664,1,1,2,3,2,3,23,2,23.1666666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Straight",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,5,4,0,0.666666666666667,8,8,0,0.666666666666667,8,8,0,NA,NA,NA,NA,2,"",2,NA,NA,NA,NA,0,NA,NA,0,"",0,1,0,0,0,0,1,1,2,0.555555555555556,2,2,1,1.66666666666667,0,2,0,0,1,0,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.285714285714286,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0.4,1,1,2,0,1,0.517857142857143,3,2,4,2,1,5,4,1,5,4,2,3,1,5,3,2,5,4,1,5,3,2,1,5,3,3,1,5,4,4,4,4,5,5,5,5,5,9,7,6,5,6,7,7,10,12,10,3.9,3.5,96,4,4,4,4,7,7,7,7,6,1,1,7,7,7,7,7,1,7,7,6,3,5,102,1,5,3,1,1,5,1,1,5,1,4,1,1,1,4,2,1,4,18,7,4,1,1,2,6,8,3,3,7,"Dif-Gend"
"308",370,2021-05-11 12:14:17,2021-05-11 12:27:34,100,796,1,1,2,2,2,4,22,7,22.5833333333333,NA,NA,1,NA,NA,NA,"",NA,NA,1,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,5,4,5,5.41666666666667,5,65,1,1.25,3,15,0,NA,NA,NA,NA,3,"",1,0,0.5,6,6,0,NA,NA,0,"",0,0,0,0,0,0,0,0,1,0.111111111111111,1,0,0,0.333333333333333,0,0,0,1,0,0,0,0.142857142857143,0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,0,0,2,2,3,2.33333333333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0.25,0.25,5,5,5,5,1,5,5,1,5,1,5,5,1,5,5,5,5,5,1,5,5,2,1,5,1,5,1,5,5,5,5,5,5,5,5,5,10,10,10,4,10,10,10,4,10,15,10,5,5,125,1,7,3,5,7,7,5,7,7,1,1,7,7,7,7,7,1,7,7,7,1,7,108,1,5,1,2,1,5,1,1,5,2,5,1,1,1,5,1,1,5,20,4,5,3,3,1,3,8,4,1,7,"Same-Gend"
"309",371,2021-05-11 12:39:05,2021-05-11 12:48:46,100,581,1,1,2,3,4,5,27,7,27.5833333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Straight",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",3,6,3,5,5.83333333333333,10,70,5,5.16666666666667,2,62,1,2,2,0,24,3,"",1,0,0.666666666666667,8,8,0,NA,NA,0,"",0,1,0,1,0,0,1,1,1,0.555555555555556,0,0,0,0,0,1,0,1,0,0,0,0.285714285714286,0,1,0,1,1,1,0.666666666666667,0,0,0,0,0,0,1,0.142857142857143,1,1,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.75,0.303571428571429,3,3,5,5,1,5,5,1,5,2,4,5,1,5,5,5,5,5,1,5,1,2,1,5,1,5,1,5,5,4,4,4,5,5,5,5,6,10,6,4,10,10,10,5,10,12,10,4.2,4.9,113,2,6,2,6,7,7,5,7,7,1,1,7,7,7,6,7,1,7,7,3,3,5,101,1,5,2,3,2,5,1,2,5,1,5,1,3,1,5,1,2,5,20,5,10,1,1,2,6,8,3,3,7,"Dif-Gend"
"310",372,2021-05-11 12:53:24,2021-05-11 13:03:44,100,620,1,1,2,3,2,5,21,7,21.5833333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Heterosexual",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,4,2,7,7,0,84,5,5.58333333333333,7,67,0,NA,NA,NA,NA,3,"",2,NA,NA,NA,NA,0,NA,NA,0,"",1,1,1,1,0,2,1,2,0,1,0,0,0,0,2,0,1,1,1,0,1,0.857142857142857,0,1,1,0,1,0,0.5,1,1,0,1,1,1,1,0.857142857142857,2,2,2,2,1,0,1,1,0,0,0,0.428571428571429,2,1,1,0,1,1,0,0,0,0,0.6,0,0,1,2,0.75,0.75,3,4,4,2,1,5,1,1,5,4,2,1,2,4,5,3,3,4,1,5,1,2,1,5,1,5,1,5,3,3,4,3,5,5,3,3,7,7,4,4,8,6,2,8,10,10,6,3.8,3.2,90,6,2,5,3,6,6,5,7,3,4,5,3,3,5,7,7,6,2,7,2,2,6,71,2,3,4,3,3,4,3,2,5,2,4,3,3,2,4,3,3,9,15,13,11,1,5,2,6,8,3,3,4,"Dif-Gend"
"311",373,2021-05-11 13:04:23,2021-05-11 13:18:48,100,864,1,1,2,2,4,5,48,9,48.75,1,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",6,6,4,28,28,0,336,25,25,0,300,1,5,5.16666666666667,2,62,3,"",1,3,3,0,36,1,2,NA,0,"",1,0,0,1,0,0,0,0,1,0.333333333333333,2,2,2,2,1,0,1,1,1,1,1,0.857142857142857,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.857142857142857,1,1,1,1,1,1,0,NA,0,1,1,0.666666666666667,0,0,0,0,0,0,0,0,1,0,0.1,1,1,1,1,1,0.709090909090909,1,1,5,5,1,5,5,3,3,3,3,3,1,5,1,2,4,4,1,5,2,2,1,5,1,5,1,5,4,4,4,4,5,2,4,5,2,8,6,4,3,10,8,8,7,12,9,3.6,3.7,92,3,5,4,4,7,7,6,7,6,1,2,6,6,7,5,5,5,3,7,3,1,7,91,1,5,2,2,1,4,2,3,5,1,4,1,3,1,4,2,2,4,17,7,10,1,3,1,3,8,1,1,7,"Same-Gend"
"312",374,2021-05-11 13:15:28,2021-05-11 13:23:35,100,486,1,1,2,3,2,3,18,6,18.5,NA,NA,1,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",2,NA,NA,1,NA,NA,NA,"",NA,NA,1,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,1,NA,NA,"",1,2,2,0,0.92,11,11,0,0.83,10,120,0,NA,NA,NA,NA,2,"",2,NA,NA,NA,NA,0,NA,NA,0,"",3,3,3,3,3,1,2,2,1,2.33333333333333,2,3,2,2.33333333333333,3,2,2,3,3,3,3,2.71428571428571,2,1,2,3,3,3,2.33333333333333,3,3,2,3,3,3,3,2.85714285714286,2,3,3,2.66666666666667,3,3,3,3,2,3,3,2.85714285714286,3,3,3,2,2,2,3,3,3,3,2.7,2,2,2,2,2,2.57142857142857,5,5,5,5,1,5,4,1,5,1,5,4,1,5,5,4,4,5,1,5,4,2,1,5,1,5,1,5,4,4,4,5,5,5,5,5,10,9,8,4,9,10,8,4,10,13,10,4.7,4.7,117,5,3,2,6,7,5,5,4,6,5,1,7,1,7,7,7,1,7,7,5,2,6,88,4,4,4,4,4,4,3,1,5,3,4,1,3,1,5,3,3,12,17,11,11,3,1,3,3,8,4,1,5,"Same-Gend"
"313",376,2021-05-11 13:17:20,2021-05-11 13:39:14,100,1313,1,1,2,2,2,4,24,1,24.0833333333333,1,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,4,2,1,1.75,9,21,1,1.75,9,21,0,NA,NA,NA,NA,3,"",2,NA,NA,NA,NA,0,NA,NA,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.285714285714286,1,1,1,1,0,0,1,1,0,0,1,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.160714285714286,3,3,4,4,2,4,3,2,4,1,5,4,1,5,3,3,4,4,2,4,4,2,2,4,1,5,1,5,4,3,3,3,3,3,4,4,6,8,8,6,6,8,7,6,6,9,8,4,3.9,94,6,2,5,3,6,5,5,5,5,1,3,5,3,5,5,6,1,7,7,6,5,3,78,2,4,3,3,1,4,2,3,5,1,4,1,2,1,4,3,2,5,16,9,10,1,3,1,4,8,1,1,7,"Same-Gend"
"314",379,2021-05-11 14:11:49,2021-05-11 14:20:43,100,533,1,1,2,3,2,4,23,5,23.4166666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,5,4,2,2.75,9,33,1,1.25,3,15,0,NA,NA,NA,NA,2,"",2,NA,NA,NA,NA,0,NA,NA,0,"",1,1,0,0,0,0,0,0,0,0.222222222222222,0,0,0,0,1,1,1,1,0,0,0,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857142857,2,2,4,1,1,5,1,1,5,1,5,1,1,5,4,4,4,4,2,4,2,2,2,4,2,4,2,4,2,2,2,2,5,2,4,4,4,8,4,8,8,5,2,4,7,6,8,3.2,3.5,80,3,5,2,6,6,6,6,6,6,1,2,6,5,5,6,6,2,6,7,4,2,6,92,1,1,1,1,1,4,1,1,5,1,4,1,1,1,4,1,1,4,13,4,4,1,1,2,1,8,3,3,7,"Dif-Gend"
"315",380,2021-05-11 14:30:44,2021-05-11 14:45:06,100,861,1,1,2,3,2,4,22,7,22.5833333333333,NA,NA,1,NA,NA,NA,"",1,NA,NA,1,1,NA,"",1,NA,NA,NA,1,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,5,4,1,1.58333333333333,7,19,1,1.16666666666667,2,14,0,NA,NA,NA,NA,2,"",1,1,1.41666666666667,5,17,0,NA,NA,0,"",0,1,1,0,0,0,0,0,2,0.444444444444444,1,1,0,0.666666666666667,2,0,0,0,0,0,0,0.285714285714286,0,1,1,0,1,0,0.5,0,0,0,0,0,0,0,0,1,2,2,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,5,4,4,5,1,5,3,1,5,1,5,4,1,5,5,5,4,4,1,5,2,2,1,5,2,4,1,5,2,4,3,2,4,3,5,4,9,8,4,5,10,9,7,4,7,9,9,4,4.6,102,4,4,2,6,6,4,5,7,6,1,3,5,6,6,6,7,1,7,7,7,5,3,92,1,4,2,2,1,4,2,4,5,1,3,1,2,1,3,1,3,4,14,6,11,3,5,4,1,8,4,3,7,"Dif-Gend"
"316",381,2021-05-11 14:52:26,2021-05-11 15:03:16,100,649,1,1,2,3,4,5,32,6,32.5,1,NA,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"straight/ poly",NA,NA,1,1,NA,NA,NA,1,NA,NA,"",4,5,4,9,9,0,108,8,8.75,9,105,1,4,4.75,9,57,3,"",1,0,0.25,3,3,0,NA,NA,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,1,5,4,1,5,1,5,5,1,5,5,5,5,5,1,5,5,2,1,5,1,5,1,5,5,5,5,5,5,5,5,5,10,10,10,4,10,8,9,4,10,15,10,5,4.7,122,5,3,4,4,7,7,7,7,6,5,2,6,3,6,6,7,1,7,7,6,2,6,93,2,4,1,2,3,4,2,1,5,3,4,1,2,2,4,2,2,10,16,6,7,1,4,2,6,8,3,3,5,"Dif-Gend"
"317",382,2021-05-11 14:59:36,2021-05-11 15:14:15,100,879,1,1,2,2,4,5,36,10,36.8333333333333,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",5,5,4,11,11.5,6,138,11,11.4166666666667,5,137,1,7,7.08333333333333,1,85,3,"",1,1,1.41666666666667,5,17,0,NA,NA,0,"",0,1,1,1,0,0,1,0,1,0.555555555555556,0,0,0,0,0,0,1,1,0,0,1,0.428571428571429,1,1,1,1,1,1,1,1,1,2,2,0,2,2,1.42857142857143,1,2,1,1.33333333333333,0,0,0,0,1,1,1,0.428571428571429,0,1,1,1,2,2,2,0,0,1,1,2,1,1,1,1.25,0.821428571428571,5,4,5,4,1,5,3,1,5,3,3,3,2,4,4,4,3,4,2,4,5,2,2,4,2,4,2,4,4,4,4,4,4,5,4,4,9,7,9,8,8,9,6,7,9,12,8,4.1,4,102,5,3,3,5,6,7,5,6,6,2,4,4,3,5,3,7,5,3,7,5,6,2,76,3,4,2,1,3,4,2,1,5,3,3,2,2,3,3,2,2,12,14,8,6,2,2,2,2,8,2,2,6,"Same-Gend"
"318",383,2021-05-11 15:03:24,2021-05-11 15:18:41,100,917,1,1,2,3,4,5,52,8,52.6666666666667,NA,1,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,"",1,1,NA,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",6,6,4,5,5.5,6,66,5,5.5,6,66,1,3,3.16666666666667,2,38,3,"",1,1,1.5,6,18,0,NA,NA,0,"",1,0,0,0,0,0,0,1,0,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666666666666667,0,0,1,1,0,1,0,0.428571428571429,0,0,0,1,1,0,1,1,0,1,0.5,0,0,0,0,0,0.214285714285714,3,3,5,5,1,5,4,1,5,1,5,2,1,5,5,5,5,5,2,4,4,2,1,5,1,5,2,4,3,3,5,5,5,5,4,4,6,10,7,6,10,10,6,4,10,13,8,4.1,4.6,110,3,5,1,7,7,7,3,4,6,1,1,7,5,7,6,7,1,7,7,6,5,3,94,1,5,1,1,1,5,3,3,5,2,5,2,2,2,4,1,1,6,19,7,7,2,4,1,4,8,3,3,7,"Dif-Gend"
"319",384,2021-05-11 15:10:37,2021-05-11 15:24:54,100,856,1,1,2,3,2,5,26,11,26.9166666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Heterosexual",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",1,6,3,8,8.58333333333333,7,103,7,7.08333333333333,1,85,0,NA,NA,NA,NA,3,"",1,6,6.33333333333333,4,76,0,NA,NA,0,"",1,2,2,2,0,0,2,1,3,1.44444444444444,2,3,3,2.66666666666667,1,2,1,2,1,0,0,1,1,1,2,1,1,2,1.33333333333333,0,0,0,0,1,1,0,0.285714285714286,0,1,0,0.333333333333333,0,0,2,1,1,0,0,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,0.910714285714286,3,4,4,2,2,4,3,1,5,1,5,3,1,5,1,1,4,4,1,5,3,2,1,5,1,5,1,5,3,4,3,4,5,5,3,4,7,8,6,4,2,6,6,5,10,11,7,4.1,3.3,95,7,1,6,2,6,5,6,5,6,5,2,6,2,5,5,7,4,4,7,2,1,7,74,3,3,4,1,3,4,3,1,5,3,3,2,1,1,2,2,1,10,12,11,4,1,1,2,6,3,3,3,5,"Dif-Gend"
"320",385,2021-05-11 15:18:42,2021-05-11 15:30:15,100,693,1,1,2,2,2,4,19,6,19.5,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",1,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,4,1,1,1.33333333333333,4,16,1,1.33333333333333,4,16,0,NA,NA,NA,NA,3,"",2,NA,NA,NA,NA,0,NA,NA,0,"",1,1,1,1,1,1,1,1,3,1.22222222222222,2,1,0,1,0,0,0,0,2,0,1,0.428571428571429,0,3,3,1,1,0,1.33333333333333,1,1,1,1,1,1,2,1.14285714285714,1,1,3,1.66666666666667,3,3,3,3,3,3,3,3,1,2,2,0,0,NA,0,0,0,2,0.777777777777778,0,0,0,1,0.25,1.21818181818182,5,5,5,5,1,5,1,1,5,3,3,3,1,5,5,5,5,5,1,5,2,2,1,5,1,5,1,5,4,5,5,3,5,5,5,5,10,10,6,4,10,10,4,6,10,13,10,4.6,4.2,111,5,3,5,3,7,7,4,7,7,1,5,3,6,7,2,7,1,7,7,7,5,3,87,1,5,3,4,1,5,1,3,5,1,4,1,3,1,5,1,2,4,19,6,12,4,5,2,1,8,4,2,7,"Same-Gend"
"321",386,2021-05-11 15:19:15,2021-05-11 15:37:10,100,1075,1,1,2,3,4,5,39,11,39.9166666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,1,1,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Heterosexual",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,4,4,9,9.83333333333333,10,118,9,9.83333333333333,10,118,0,NA,NA,NA,NA,3,"",1,0,0.166666666666667,2,2,1,1,2,0,"",0,1,1,0,0,0,1,1,0,0.444444444444444,0,0,0,0,2,0,1,2,1,0,0,0.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.142857142857143,1,1,2,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1.5,0.375,3,3,4,1,2,4,1,4,2,4,2,2,3,3,3,3,3,3,3,3,3,2,3,3,1,5,1,5,3,3,3,3,2,1,3,3,6,6,6,8,6,5,3,13,3,9,6,3.4,2.5,71,5,3,2,6,7,7,1,5,3,7,1,7,2,7,7,6,2,6,7,6,7,1,81,2,4,3,1,4,3,4,1,5,2,4,3,1,2,3,4,1,10,14,14,4,1,5,2,6,8,3,3,7,"Dif-Gend"
"322",387,2021-05-11 15:25:39,2021-05-11 15:45:51,100,1211,1,1,2,2,2,4,38,4,38.3333333333333,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",3,5,4,3,3.91666666666667,11,47,3,3.66666666666667,8,44,0,NA,NA,NA,NA,3,"",1,0,0.666666666666667,8,8,0,NA,NA,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818181818182,1,1,3,1,1,5,1,1,5,1,5,1,1,5,3,3,4,3,1,5,1,2,1,5,1,5,1,5,1,3,1,1,4,3,3,3,2,7,2,4,6,4,2,4,7,5,6,3.1,3.2,75,5,3,5,3,5,4,6,4,4,4,4,4,4,4,6,5,3,5,7,3,2,6,70,2,3,2,1,1,4,1,1,5,3,4,1,1,3,4,1,2,9,15,5,5,2,2,2,2,8,2,2,4,"Same-Gend"
"323",389,2021-05-11 16:06:45,2021-05-11 16:16:57,100,611,1,1,2,3,2,5,32,11,32.9166666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,4,1,17,17.4166666666667,5,209,14,14.5833333333333,7,175,0,NA,NA,NA,NA,3,"",1,3,3,0,36,0,NA,NA,0,"",2,2,1,1,1,0,1,0,2,1.11111111111111,3,1,2,2,3,2,2,3,2,1,1,2,1,2,2,0,1,0,1,1,1,1,1,2,1,3,1.42857142857143,1,2,2,1.66666666666667,1,1,1,2,1,1,1,1.14285714285714,0,1,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,1.08928571428571,5,5,5,5,1,5,4,1,5,2,4,4,1,5,5,5,5,5,1,5,5,2,1,5,1,5,1,5,4,5,5,5,5,5,5,5,10,10,9,4,10,10,8,5,10,15,10,4.9,4.7,121,5,3,1,7,7,7,2,5,6,1,1,7,7,6,7,7,1,7,7,4,1,7,96,1,5,2,2,2,4,3,1,5,2,5,1,1,1,4,2,1,6,18,8,5,1,1,3,1,8,4,1,7,"Same-Gend"
"324",390,2021-05-11 16:22:07,2021-05-11 16:46:42,100,1474,1,1,2,3,4,5,21,8,21.6666666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,NA,"",NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,4,4,10,10,0,120,7,7.41666666666667,5,89,1,1,1.33333333333333,4,16,3,"",1,10,10,0,120,0,NA,NA,0,"",0,0,0,0,0,1,0,0,1,0.222222222222222,0,1,0,0.333333333333333,0,0,1,0,0,0,0,0.142857142857143,1,2,1,2,1,0,1.16666666666667,0,0,1,1,1,1,1,0.714285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0.3,0,0,0,0,0,0.517857142857143,3,3,4,5,1,5,3,1,5,1,5,1,3,3,3,4,5,5,1,5,4,2,1,5,2,4,1,5,4,3,3,4,5,4,4,4,6,10,8,5,7,9,4,6,9,10,8,4.3,3.8,100,5,3,5,3,6,6,6,6,5,1,2,6,6,6,7,7,4,4,7,2,5,3,83,2,4,3,1,2,4,2,1,5,2,4,1,1,1,4,1,1,7,16,7,4,1,1,4,4,8,4,3,7,"Dif-Gend"
"325",391,2021-05-11 15:55:24,2021-05-11 16:48:18,100,3174,1,1,2,2,2,3,18,5,18.4166666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Heterosexual",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",1,2,2,0,0.92,11,11,0,0.75,9,108,0,NA,NA,NA,NA,2,"",2,NA,NA,NA,NA,0,NA,NA,0,"",1,2,1,2,2,0,2,2,3,1.66666666666667,2,2,3,2.33333333333333,2,1,2,2,1,1,1,1.42857142857143,0,1,1,1,2,1,1,1,1,1,2,1,0,2,1.14285714285714,2,2,1,1.66666666666667,0,0,0,1,1,0,1,0.428571428571429,3,2,1,0,2,1,0,0,0,1,1,0,0,1,0,0.25,1.16071428571429,4,3,4,2,1,5,2,2,4,4,2,3,3,3,5,5,4,4,2,4,4,2,2,4,1,5,1,5,4,4,4,3,4,4,4,3,7,8,8,6,10,6,5,10,8,11,7,4.1,3.5,95,5,3,6,2,6,6,5,5,5,2,2,6,3,5,3,5,1,7,7,1,1,7,75,2,2,1,2,3,2,3,3,5,4,3,2,2,2,4,3,3,11,11,9,10,1,1,2,6,3,3,3,6,"Dif-Gend"
